Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
Sportfreunde_Lotte_de.wikipedia.org_all-access_spider,5691,803,554,0,-inf,0.0
Rocky_(película)_es.wikipedia.org_all-access_spider,5679,803,562,0,-inf,0.0
高伟光_zh.wikipedia.org_all-access_spider,5667,803,538,0,-inf,0.0
Le_Monde_de_Dory_fr.wikipedia.org_all-access_spider,5657,803,559,3,-inf,0.0037359900373599006
"Шведов,_Денис_Эдуардович_ru.wikipedia.org_all-access_spider",5650,803,545,2,-inf,0.0024906600249066002
Florent_Mothe_fr.wikipedia.org_all-access_spider,5644,803,562,2,-inf,0.0024906600249066002
鹿鼎記_(1984年電視劇)_zh.wikipedia.org_all-access_spider,5519,803,553,1,-inf,0.0012453300124533001
Requests_for_comment_www.mediawiki.org_all-access_spider,5503,803,537,1,-inf,0.0012453300124533001
Carol_(película)_es.wikipedia.org_all-access_spider,5442,803,535,0,-inf,0.0
Harry_Potter_et_les_Reliques_de_la_Mort_fr.wikipedia.org_all-access_spider,5431,803,559,2,-inf,0.0024906600249066002
"Эдвардс,_Эдди_ru.wikipedia.org_all-access_spider",5374,803,556,0,-inf,0.0
2012_(film)_fr.wikipedia.org_all-access_spider,5355,803,549,2,-inf,0.0024906600249066002
Michèle_Bernier_fr.wikipedia.org_all-access_spider,5290,803,564,1,-inf,0.0012453300124533001
Mayim_Bialik_es.wikipedia.org_all-access_spider,5288,803,554,1,-inf,0.0012453300124533001
Veolia_fr.wikipedia.org_all-access_spider,5233,803,554,1,-inf,0.0012453300124533001
Bombardier_Talent_2_de.wikipedia.org_all-access_spider,5196,803,558,0,-inf,0.0
Alexis_Vastine_fr.wikipedia.org_all-access_spider,5184,803,545,2,-inf,0.0024906600249066002
Manual:Index.php_www.mediawiki.org_mobile-web_all-agents,5157,803,548,1,-inf,0.0012453300124533001
X-Men:_Erste_Entscheidung_de.wikipedia.org_all-access_spider,5140,803,545,0,-inf,0.0
Internationaux_de_France_de_tennis_2016_fr.wikipedia.org_all-access_spider,5128,803,542,12,-inf,0.014943960149439602
Charlotte_Gainsbourg_de.wikipedia.org_all-access_spider,5062,803,550,0,-inf,0.0
Mark_Cavendish_fr.wikipedia.org_all-access_spider,5038,803,559,3,-inf,0.0037359900373599006
Uniform_Bill_of_Lading_Act_en.wikipedia.org_all-access_all-agents,5019,803,534,0,-inf,0.0
File:3-methylbutan-2-ol_200.svg_commons.wikimedia.org_desktop_all-agents,4932,803,564,1,-inf,0.0012453300124533001
Pelagra_es.wikipedia.org_all-access_spider,4910,803,552,0,-inf,0.0
Maha_Vajiralongkorn_de.wikipedia.org_all-access_spider,4847,803,547,7,-inf,0.008717310087173101
Sonja_Gerhardt_de.wikipedia.org_all-access_spider,4782,803,564,0,-inf,0.0
"Попков,_Михаил_Викторович_ru.wikipedia.org_all-access_spider",4764,803,550,1,-inf,0.0012453300124533001
Jean-Charles_Naouri_fr.wikipedia.org_all-access_spider,4739,803,569,2,-inf,0.0024906600249066002
Jour_de_la_Terre_fr.wikipedia.org_all-access_spider,4738,803,535,2,-inf,0.0024906600249066002
Pristin_zh.wikipedia.org_all-access_spider,4700,803,562,9,-inf,0.0112079701120797
Fort_Boyard_(monument)_fr.wikipedia.org_all-access_spider,4690,803,548,2,-inf,0.0024906600249066002
"Ландштейнер,_Карл_ru.wikipedia.org_all-access_spider",4647,803,553,1,-inf,0.0012453300124533001
Italian_cruiser_Etruria_en.wikipedia.org_all-access_all-agents,4586,803,571,0,-inf,0.0
Colony_(série_télévisée)_fr.wikipedia.org_all-access_spider,4568,803,551,2,-inf,0.0024906600249066002
Carey_Mulligan_de.wikipedia.org_all-access_spider,4541,803,554,0,-inf,0.0
File:Comdex_1986.png_commons.wikimedia.org_mobile-web_all-agents,4520,803,544,3,-inf,0.0037359900373599006
Guten_Rutsch_de.wikipedia.org_all-access_spider,4519,803,562,2,-inf,0.0024906600249066002
Präsidentschaftswahl_in_den_Vereinigten_Staaten_1992_de.wikipedia.org_all-access_spider,4516,803,549,3,-inf,0.0037359900373599006
Papua_New_Guinea_national_under-17_football_team_en.wikipedia.org_all-access_all-agents,4491,803,553,0,-inf,0.0
我太受歡迎了，該怎麼辦？_zh.wikipedia.org_all-access_spider,4479,803,547,2,-inf,0.0024906600249066002
Росомаха_3_ru.wikipedia.org_all-access_spider,4453,803,552,0,-inf,0.0
Special:WhatLinksHere/File:Bonnie_Rotten_AVN_Expo_2014.jpg_commons.wikimedia.org_all-access_all-agents,4443,803,550,2,-inf,0.0024906600249066002
Saison_11_de_Bones_fr.wikipedia.org_all-access_spider,4437,803,540,2,-inf,0.0024906600249066002
Help:CirrusSearch/id_www.mediawiki.org_mobile-web_all-agents,4411,803,555,1,-inf,0.0012453300124533001
Magic_Point_en.wikipedia.org_all-access_all-agents,4393,803,554,0,-inf,0.0
Saison_11_de_Grey's_Anatomy_fr.wikipedia.org_all-access_spider,4389,803,560,2,-inf,0.0024906600249066002
Zürich_Hackathon_2014_www.mediawiki.org_all-access_spider,4382,803,536,1,-inf,0.0012453300124533001
Flora_Coquerel_fr.wikipedia.org_all-access_spider,4312,803,551,3,-inf,0.0037359900373599006
Capitaine_Marleau_fr.wikipedia.org_all-access_spider,4307,803,550,2,-inf,0.0024906600249066002
Help:Tracking_changes_www.mediawiki.org_mobile-web_all-agents,4270,803,540,1,-inf,0.0012453300124533001
Wham!_de.wikipedia.org_all-access_spider,4202,803,551,1,-inf,0.0012453300124533001
Iron_Fist_(comics)_fr.wikipedia.org_all-access_spider,4172,803,560,3,-inf,0.0037359900373599006
I..._comme_Icare_fr.wikipedia.org_all-access_spider,4125,803,552,3,-inf,0.0037359900373599006
Doria_Tillier_fr.wikipedia.org_all-access_spider,4097,803,554,2,-inf,0.0024906600249066002
Thomas_Brodie-Sangster_de.wikipedia.org_all-access_spider,4096,803,546,0,-inf,0.0
Lilo_Wanders_de.wikipedia.org_all-access_spider,4066,803,547,0,-inf,0.0
Extension:Calendar_www.mediawiki.org_all-access_spider,3992,803,558,1,-inf,0.0012453300124533001
Split_(film)_fr.wikipedia.org_all-access_spider,3989,803,534,2,-inf,0.0024906600249066002
Waterworld_de.wikipedia.org_all-access_spider,3968,803,540,0,-inf,0.0
Lily-Rose_Depp_fr.wikipedia.org_all-access_spider,3896,803,546,2,-inf,0.0024906600249066002
Rosa_'New_Yorker'_commons.wikimedia.org_mobile-web_all-agents,3847,803,567,14,-inf,0.017434620174346202
Liestiadi_en.wikipedia.org_all-access_all-agents,3840,803,531,3,-inf,0.0037359900373599006
File:Member_of_the_FFI.jpg_commons.wikimedia.org_mobile-web_all-agents,3762,803,553,14,-inf,0.017434620174346202
Patrick_Dupond_fr.wikipedia.org_all-access_spider,3756,803,547,1,-inf,0.0012453300124533001
Special:MyLanguage/Release_notes/1.25_www.mediawiki.org_all-access_spider,3731,803,548,0,-inf,0.0
Duncan_Jones_(réalisateur)_fr.wikipedia.org_all-access_spider,3727,803,563,3,-inf,0.0037359900373599006
McGehee_Plantation_en.wikipedia.org_all-access_all-agents,3723,803,566,0,-inf,0.0
Großer_Fermatscher_Satz_de.wikipedia.org_all-access_spider,3707,803,552,2,-inf,0.0024906600249066002
Ashton_Eaton_fr.wikipedia.org_all-access_spider,3656,803,559,3,-inf,0.0037359900373599006
Loni_von_Friedl_de.wikipedia.org_all-access_spider,3638,803,548,0,-inf,0.0
Robert_Butkin_en.wikipedia.org_all-access_all-agents,3629,803,546,0,-inf,0.0
"File:Reichstagsgebäude_mit_Weihnachtsbaum_bei_Nacht,_Berlin,_151223,_ako.jpg_commons.wikimedia.org_all-access_spider",3620,803,541,2,-inf,0.0024906600249066002
Zoolander_de.wikipedia.org_all-access_spider,3611,803,555,0,-inf,0.0
愛國者行動_(2016年電影)_zh.wikipedia.org_all-access_spider,3588,803,553,1,-inf,0.0012453300124533001
Ronit_Elkabetz_fr.wikipedia.org_all-access_spider,3563,803,555,1,-inf,0.0012453300124533001
User:Sankoswal_commons.wikimedia.org_desktop_all-agents,3523,803,546,11,-inf,0.0136986301369863
Help:Formatting/de_www.mediawiki.org_mobile-web_all-agents,3414,803,543,0,-inf,0.0
Extension_talk:AutoCreatePage_www.mediawiki.org_desktop_all-agents,3414,803,560,1,-inf,0.0012453300124533001
Category:Males_performing_cunnilingus_commons.wikimedia.org_all-access_spider,3409,803,564,0,-inf,0.0
Smallcombe_Cemetery_en.wikipedia.org_all-access_all-agents,3395,803,548,0,-inf,0.0
Category:Nude_women_by_hair_color_commons.wikimedia.org_all-access_spider,3390,803,544,0,-inf,0.0
File:Crystal_Clear_action_build.png_www.mediawiki.org_mobile-web_all-agents,3389,803,568,3,-inf,0.0037359900373599006
Resident_Evil:_Capítulo_Final_es.wikipedia.org_all-access_spider,3331,803,544,1,-inf,0.0012453300124533001
Journée_mondiale_de_l'orgasme_fr.wikipedia.org_all-access_spider,3330,803,552,2,-inf,0.0024906600249066002
The_Toughest_en.wikipedia.org_all-access_all-agents,3328,803,565,0,-inf,0.0
Category:Human_anus_commons.wikimedia.org_all-access_spider,3253,803,558,0,-inf,0.0
August_Adler_en.wikipedia.org_all-access_all-agents,3196,803,538,0,-inf,0.0
Yarra_Track_en.wikipedia.org_all-access_all-agents,3175,803,557,0,-inf,0.0
MediaWiki_1.28/Roadmap_www.mediawiki.org_all-access_spider,3175,803,542,1,-inf,0.0012453300124533001
Category:Nude_boys_in_art_commons.wikimedia.org_all-access_spider,3167,803,531,0,-inf,0.0
Día_del_músico_es.wikipedia.org_all-access_spider,3155,803,545,3,-inf,0.0037359900373599006
Sir_John_Morgan_en.wikipedia.org_all-access_all-agents,3036,803,554,0,-inf,0.0
Campaign:OFBA2016_commons.wikimedia.org_desktop_all-agents,2999,803,546,8,-inf,0.009962640099626401
Help:Talk_pages/zh_www.mediawiki.org_all-access_spider,2944,803,542,2,-inf,0.0024906600249066002
Special:UserLogout_www.mediawiki.org_mobile-web_all-agents,2922,803,563,0,-inf,0.0
Mossack_Fonseca_fr.wikipedia.org_all-access_spider,2918,803,555,5,-inf,0.0062266500622665
The_Purge:_Anarchy_de.wikipedia.org_all-access_spider,2800,803,539,0,-inf,0.0
King_James_Cleveland_en.wikipedia.org_all-access_all-agents,2796,803,538,0,-inf,0.0
File:Fredrick_banting.jpg_commons.wikimedia.org_mobile-web_all-agents,2720,803,559,2,-inf,0.0024906600249066002
Wir_kaufen_einen_Zoo_de.wikipedia.org_all-access_spider,2709,803,550,0,-inf,0.0
Special:WhatLinksHere/Help:Categories/zh_www.mediawiki.org_desktop_all-agents,2669,803,562,0,-inf,0.0
Mountains_of_Madness_(EP)_en.wikipedia.org_all-access_all-agents,2646,803,545,0,-inf,0.0
"Georgiana_Cavendish,_Duchess_of_Devonshire_de.wikipedia.org_all-access_spider",2605,803,559,0,-inf,0.0
File:Debbie_Does_Dallas.ogg_commons.wikimedia.org_all-access_spider,2576,803,552,0,-inf,0.0
Ninja_Warrior_de.wikipedia.org_all-access_spider,2538,803,570,0,-inf,0.0
Berry_Berenson_fr.wikipedia.org_all-access_spider,2532,803,547,2,-inf,0.0024906600249066002
Die_Bestimmung_–_Tödliche_Wahrheit_de.wikipedia.org_all-access_spider,2473,803,546,0,-inf,0.0
Smaragdgrün_(Film)_de.wikipedia.org_all-access_spider,2441,803,551,1,-inf,0.0012453300124533001
Persepolis_BC_en.wikipedia.org_all-access_all-agents,2410,803,547,0,-inf,0.0
101st_Military_Intelligence_Battalion_en.wikipedia.org_all-access_all-agents,2402,803,548,0,-inf,0.0
Silvestre_(cantante)_es.wikipedia.org_all-access_spider,2394,803,563,1,-inf,0.0012453300124533001
File:RAAF_Hercules_CBR_Gilbert-1.jpg_commons.wikimedia.org_mobile-web_all-agents,2385,803,556,3,-inf,0.0037359900373599006
Eugenio_Gignous_en.wikipedia.org_all-access_all-agents,2383,803,566,0,-inf,0.0
Help:Contents/pt_www.mediawiki.org_mobile-web_all-agents,2377,803,544,2,-inf,0.0024906600249066002
Итоги_летних_Олимпийских_игр_2004_года_ru.wikipedia.org_all-access_spider,2371,803,557,0,-inf,0.0
Jonagold_fr.wikipedia.org_all-access_spider,2348,803,556,0,-inf,0.0
Project:Bureaucrats_www.mediawiki.org_mobile-web_all-agents,2342,803,549,1,-inf,0.0012453300124533001
File:Zip_Gun.jpg_commons.wikimedia.org_mobile-web_all-agents,2331,803,559,4,-inf,0.0049813200498132005
File:Etty_Youth_1832.jpg_commons.wikimedia.org_mobile-web_all-agents,2311,803,561,1,-inf,0.0012453300124533001
Tut_–_Der_größte_Pharao_aller_Zeiten_de.wikipedia.org_all-access_spider,2307,803,557,0,-inf,0.0
Category:Nude_wide_open_legs_commons.wikimedia.org_all-access_spider,2212,803,560,0,-inf,0.0
File:Puffin002.jpg_commons.wikimedia.org_mobile-web_all-agents,2153,803,552,2,-inf,0.0024906600249066002
Help:Contents/ckb_www.mediawiki.org_mobile-web_all-agents,2121,803,558,1,-inf,0.0012453300124533001
Category:Anal_sex_(gay)_in_art_commons.wikimedia.org_all-access_spider,2119,803,563,0,-inf,0.0
Benoît_Violier_de.wikipedia.org_all-access_spider,2060,803,559,1,-inf,0.0012453300124533001
File:Prince.jpg_commons.wikimedia.org_all-access_spider,2019,803,550,0,-inf,0.0
"File:Population_of_Warsaw,_1700-2009.png_commons.wikimedia.org_all-access_spider",2017,803,546,1,-inf,0.0012453300124533001
File:Kate_20_nov_1985_1950Z_N9.jpg_commons.wikimedia.org_mobile-web_all-agents,2005,803,552,1,-inf,0.0012453300124533001
Medaillenspiegel_der_Olympischen_Sommerspiele_2000_de.wikipedia.org_all-access_spider,1988,803,564,1,-inf,0.0012453300124533001
Pavlo_Savelenko_en.wikipedia.org_all-access_all-agents,1940,803,564,0,-inf,0.0
Special:MyLanguage/Software_bundles_www.mediawiki.org_mobile-web_all-agents,1892,803,557,1,-inf,0.0012453300124533001
Category:Commons_video_resources_commons.wikimedia.org_all-access_spider,1881,803,543,0,-inf,0.0
Help:Contents/ga_www.mediawiki.org_mobile-web_all-agents,1871,803,555,1,-inf,0.0012453300124533001
File:Pitohui_dichrous.jpg_commons.wikimedia.org_mobile-web_all-agents,1860,803,544,1,-inf,0.0012453300124533001
File:Duchy_of_Benevento_It.svg_commons.wikimedia.org_all-access_spider,1840,803,561,0,-inf,0.0
File:Logo_of_Pornhub.png_commons.wikimedia.org_all-access_spider,1839,803,554,0,-inf,0.0
Category:Male_masturbation_in_art_commons.wikimedia.org_all-access_spider,1832,803,551,0,-inf,0.0
Special:SearchTranslations_www.mediawiki.org_mobile-web_all-agents,1795,803,554,0,-inf,0.0
Manual_talk:User_rights_www.mediawiki.org_all-access_spider,1785,803,547,0,-inf,0.0
File:DejaView_logo.svg_en.wikipedia.org_all-access_spider,1783,803,564,0,-inf,0.0
Leila_Alaoui_fr.wikipedia.org_all-access_spider,1781,803,559,1,-inf,0.0012453300124533001
File:Rosa_Livin'_Easy02.jpg_commons.wikimedia.org_mobile-web_all-agents,1770,803,545,8,-inf,0.009962640099626401
Help:Magic_links_www.mediawiki.org_all-access_spider,1733,803,565,1,-inf,0.0012453300124533001
Al_Melcher_en.wikipedia.org_all-access_all-agents,1701,803,550,0,-inf,0.0
Presque_Isle_(Maine)_de.wikipedia.org_all-access_spider,1665,803,556,0,-inf,0.0
S.K._Limaye_en.wikipedia.org_all-access_all-agents,1633,803,550,0,-inf,0.0
Codage_des_caractères_sur_carte_perforée_fr.wikipedia.org_all-access_spider,1561,803,548,0,-inf,0.0
Robert_Black_(Serienmörder)_de.wikipedia.org_all-access_spider,1556,803,533,1,-inf,0.0012453300124533001
Wikimedia_Developer_Summit/2017/Program_www.mediawiki.org_mobile-web_all-agents,1535,803,561,3,-inf,0.0037359900373599006
Thread:Extension_talk:ParserFunctions/Fatal_exception_of_type_MWException_Error_www.mediawiki.org_all-access_spider,1456,803,545,0,-inf,0.0
Manual:Robots.txt_www.mediawiki.org_mobile-web_all-agents,1430,803,561,0,-inf,0.0
АТХ_код_A08_ru.wikipedia.org_all-access_spider,1424,803,553,0,-inf,0.0
File:Damien_Chazelle_(cropped).jpg_commons.wikimedia.org_all-access_spider,1396,803,549,0,-inf,0.0
Developer_Wishlist/2017/Extensions_www.mediawiki.org_desktop_all-agents,1378,803,552,2,-inf,0.0024906600249066002
"List_of_listed_buildings_in_Newhills,_Aberdeen_en.wikipedia.org_all-access_all-agents",1346,803,570,0,-inf,0.0
Longianda_en.wikipedia.org_all-access_all-agents,1277,803,546,0,-inf,0.0
File:Apollo_One_Recording.ogg_commons.wikimedia.org_all-access_spider,1255,803,563,1,-inf,0.0012453300124533001
File:2010-0117-Peru-piranha.jpg_commons.wikimedia.org_all-access_spider,1213,803,547,0,-inf,0.0
Gare_de_Beautiran_en.wikipedia.org_all-access_all-agents,1119,803,541,0,-inf,0.0
File:Loading_icon.gif_commons.wikimedia.org_all-access_spider,1069,803,547,0,-inf,0.0
File:Mapa_distribución_girafa_subespecies_(Giraffa_camelopardalis).png_commons.wikimedia.org_all-access_spider,1009,803,554,0,-inf,0.0
Topic:R4tfqfei6dnrgpf2_www.mediawiki.org_all-access_spider,991,803,551,0,-inf,0.0
Special:ExtensionDistributor/YouTube_www.mediawiki.org_mobile-web_all-agents,977,803,561,0,-inf,0.0
Wikimedia_Apps/iOS_FAQ/es_www.mediawiki.org_mobile-web_all-agents,954,803,546,0,-inf,0.0
1911_Michigan_State_Normal_Normalites_football_team_en.wikipedia.org_all-access_all-agents,946,803,548,0,-inf,0.0
Code_of_Conduct/Draft_www.mediawiki.org_mobile-web_all-agents,928,803,547,1,-inf,0.0012453300124533001
Special:WhatLinksHere/Help:Categories/sk_www.mediawiki.org_mobile-web_all-agents,921,803,551,0,-inf,0.0
Special:MyLanguage/Extension:CirrusSearch/CompletionSuggester_www.mediawiki.org_mobile-web_all-agents,890,803,550,0,-inf,0.0
Special:ExtensionDistributor/CategoryTree_www.mediawiki.org_all-access_spider,839,803,573,0,-inf,0.0
API:Imageinfo_www.mediawiki.org_mobile-web_all-agents,835,803,557,0,-inf,0.0
Área_metropolitana_de_Ciudad_del_Este_es.wikipedia.org_all-access_spider,772,803,564,0,-inf,0.0
File:Hovercards-thumbnail.png_www.mediawiki.org_mobile-web_all-agents,758,803,543,2,-inf,0.0024906600249066002
Category:Dirty_Diaries_commons.wikimedia.org_all-access_spider,737,803,546,0,-inf,0.0
Adding_HTML_to_wiki_pages_www.mediawiki.org_mobile-web_all-agents,734,803,535,0,-inf,0.0
Category:Tia_Ling_commons.wikimedia.org_all-access_spider,679,803,559,0,-inf,0.0
File:Larimar.jpg_commons.wikimedia.org_all-access_spider,586,803,548,0,-inf,0.0
Category:Gaia_(porn_actress)_commons.wikimedia.org_all-access_spider,573,803,568,0,-inf,0.0
"Indian_Creek_(Monroe_County,_Missouri)_en.wikipedia.org_all-access_all-agents",543,803,553,0,-inf,0.0
File:King_of_Hearts_Ruen_pattern_comparison.jpg_commons.wikimedia.org_all-access_spider,501,803,550,0,-inf,0.0
Special:History/Quality_Assurance_www.mediawiki.org_mobile-web_all-agents,470,803,565,0,-inf,0.0
Help:VisualEditor/Community_Taskforce_www.mediawiki.org_mobile-web_all-agents,442,803,553,0,-inf,0.0
"File:The_Municipal_House_(Obecni_Dum)_ceiling,_Prague_-_8906.jpg_commons.wikimedia.org_all-access_spider",438,803,555,0,-inf,0.0
File:Государственный_гимн_Великобритании.ogg_commons.wikimedia.org_all-access_spider,426,803,551,0,-inf,0.0
Category:Images_from_Wiki_Loves_Earth_2016_in_Germany_commons.wikimedia.org_all-access_spider,422,803,552,0,-inf,0.0
MediaWiki_1.25/wmf7_www.mediawiki.org_mobile-web_all-agents,414,803,548,0,-inf,0.0
File:Artist’s_impression_of_the_TRAPPIST-1_planetary_system.jpg_commons.wikimedia.org_all-access_spider,317,803,544,0,-inf,0.0
Help_talk:Categories/pa_www.mediawiki.org_mobile-web_all-agents,309,803,556,0,-inf,0.0
File:The_Royal_Navy_during_the_Second_World_War_A3722.jpg_commons.wikimedia.org_all-access_spider,281,803,559,1,-inf,0.0012453300124533001
